kanji,joyo_index,radical,strokes,grade,year_added,english_meaning,on_kana,on_romaji,kun_kana,kun_romaji,unicode,svg_file,heisig_number,heisig_keyword
韓,289,韋,18,S,2010,Korea,カン,kan,,,u97d3,u97d3.svg,,
艦,290,舟,21,S,,warship,カン,kan,,,u8266,u8266.svg,,
鑑,291,金,23,S,,specimen,カン,kan,かんが-みる,kanga-miru,u9451,u9451.svg,,
丸,292,丶,3,2,,circle,ガン,gan,まる、まる-い、まる-める,"maru, maru-i, maru-meru",u4e38,u4e38.svg,,
含,293,口,7,S,,include,ガン,gan,ふく-む、ふく-める,"fuku-mu, fuku-meru",u542b,u542b.svg,,
岸,294,山,8,3,,beach,ガン,gan,きし,kishi,u5cb8,u5cb8.svg,,
岩,295,山,8,2,,boulder,ガン,gan,いわ,iwa,u5ca9,u5ca9.svg,,
玩,296,玉,8,S,2010,trifle with,ガン,gan,,,u73a9,u73a9.svg,,
眼,297,目,11,5,,eyeball,ガン、（ゲン）,"gan, (gen)",まなこ,manako,u773c,u773c.svg,,
頑,298,頁,13,S,1981,stubborn,ガン,gan,,,u9811,u9811.svg,,
顔,299,頁,18,2,,face,ガン,gan,かお,kao,u9854,u9854.svg,,
願,300,頁,19,4,,request,ガン,gan,ねが-う,nega-u,u9858,u9858.svg,,
企,301,人,6,S,,plan,キ,ki,くわだ-てる,kuwada-teru,u4f01,u4f01.svg,,
伎,302,人,6,S,2010,deed,キ,ki,,,u4f0e,u4f0e.svg,,
危,303,卩,6,6,,dangerous,キ,ki,あぶ-ない、あや-うい、あや-ぶむ,"abu-nai, aya-ui, aya-bumu",u5371,u5371.svg,,
机,304,木,6,6,,desk,キ,ki,つくえ,tsukue,u673a,u673a.svg,,
気,305,气,6,1,,feeling,キ、ケ,"ki, ke",,,u6c17,u6c17.svg,,
岐,306,山,7,4,,branch off,キ,ki,,,u5c90,u5c90.svg,,
希,307,巾,7,4,,hope,キ,ki,,,u5e0c,u5e0c.svg,,
忌,308,心,7,S,,mourning,キ,ki,い-む、い-まわしい,"i-mu, i-mawashii",u5fcc,u5fcc.svg,,
汽,309,水,7,2,,steam,キ,ki,,,u6c7d,u6c7d.svg,,
奇,310,大,8,S,,strange,キ,ki,,,u5947,u5947.svg,,
祈,311,示,8,S,,pray,キ,ki,いの-る,ino-ru,u7948,u7948.svg,,
季,312,子,8,4,,seasons,キ,ki,,,u5b63,u5b63.svg,,
紀,313,糸,9,5,,chronicle,キ,ki,,,u7d00,u7d00.svg,,
軌,314,車,9,S,,rut,キ,ki,,,u8ecc,u8ecc.svg,,
既,315,无,10,S,,previously,キ,ki,すで-に,sude-ni,u65e2,u65e2.svg,,
記,316,言,10,2,,write down,キ,ki,しる-す,shiru-su,u8a18,u8a18.svg,,
起,317,走,10,3,,wake up,キ,ki,お-きる、お-こる、お-こす,"o-kiru, o-koru, o-kosu",u8d77,u8d77.svg,,
飢,318,食,10,S,,hungry,キ,ki,う-える,u-eru,u98e2,u98e2.svg,,
鬼,319,鬼,10,S,,ghost,キ,ki,おに,oni,u9b3c,u9b3c.svg,,
帰,320,止,10,2,,return,キ,ki,かえ-る、かえ-す,"kae-ru, kae-su",u5e30,u5e30.svg,,
基,321,土,11,5,,foundation,キ,ki,もと、もとい,"moto, motoi",u57fa,u57fa.svg,,
寄,322,宀,11,5,,approach,キ,ki,よ-る、よ-せる,"yo-ru, yo-seru",u5bc4,u5bc4.svg,,
規,323,見,11,5,,rule,キ,ki,,,u898f,u898f.svg,,
亀,324,龜,11,S,2010,turtle,キ,ki,かめ,kame,u4e80,u4e80.svg,,
喜,325,口,12,5,,rejoice,キ,ki,よろこ-ぶ,yoroko-bu,u559c,u559c.svg,,
幾,326,幺,12,S,,how many,キ,ki,いく,iku,u5e7e,u5e7e.svg,,
揮,327,手,12,6,,brandish,キ,ki,,,u63ee,u63ee.svg,,
期,328,月,12,3,,period of time,キ、（ゴ）,"ki, (go)",,,u671f,u671f.svg,,
棋,329,木,12,S,,chess piece,キ,ki,,,u68cb,u68cb.svg,,
貴,330,貝,12,6,,precious,キ,ki,たっと-い、とうと-い、たっと-ぶ、とうと-ぶ,"tatto-i, tōto-i, tatto-bu, tōto-bu",u8cb4,u8cb4.svg,,
棄,331,木,13,S,,abandon,キ,ki,,,u68c4,u68c4.svg,,
毀,332,殳,13,S,2010,destroy,キ,ki,,,u6bc0,u6bc0.svg,,
旗,333,方,14,4,,national flag,キ,ki,はた,hata,u65d7,u65d7.svg,,
器,334,口,15,4,,container,キ,ki,うつわ,utsuwa,u5668,u5668.svg,,
畿,335,田,15,S,2010,capital,キ,ki,,,u757f,u757f.svg,,
輝,336,車,15,S,,radiance,キ,ki,かがや-く,kagaya-ku,u8f1d,u8f1d.svg,,
機,337,木,16,4,,machine,キ,ki,はた,hata,u6a5f,u6a5f.svg,,
騎,338,馬,18,S,,equestrian,キ,ki,,,u9a0e,u9a0e.svg,,
技,339,手,7,5,,skill,ギ,gi,わざ,waza,u6280,u6280.svg,,
宜,340,宀,8,S,,best regards,ギ,gi,,,u5b9c,u5b9c.svg,,
偽,341,人,11,S,,falsehood,ギ,gi,いつわ-る、にせ,"itsuwa-ru, nise",u507d,u507d.svg,,
欺,342,欠,12,S,,deceit,ギ,gi,あざむ-く,azamu-ku,u6b3a,u6b3a.svg,,
義,343,羊,13,5,,righteousness,ギ,gi,,,u7fa9,u7fa9.svg,,
疑,344,疋,14,6,,doubt,ギ,gi,うたが-う,utaga-u,u7591,u7591.svg,,
儀,345,人,15,S,,ceremony,ギ,gi,,,u5100,u5100.svg,,
戯,346,戈,15,S,,frolic,ギ,gi,たわむ-れる,tawamu-reru,u622f,u622f.svg,,
擬,347,手,17,S,,mimic,ギ,gi,,,u64ec,u64ec.svg,,
犠,348,牛,17,S,,sacrifice,ギ,gi,,,u72a0,u72a0.svg,,
議,349,言,20,4,,deliberation,ギ,gi,,,u8b70,u8b70.svg,,
菊,350,艸,11,S,,chrysanthemum,キク,kiku,,,u83ca,u83ca.svg,,
吉,351,口,6,S,,good luck,キチ、キツ,"kichi, kitsu",,,u5409,u5409.svg,,
喫,352,口,12,S,,consume,キツ,kitsu,,,u55ab,u55ab.svg,,
詰,353,言,13,S,,packed,キツ,kitsu,つ-める、つ-まる、つ-む,"tsu-meru, tsu-maru, tsu-mu",u8a70,u8a70.svg,,
却,354,卩,7,S,,instead,キャク,kyaku,,,u5374,u5374.svg,,
客,355,宀,9,3,,guest,キャク、カク,"kyaku, kaku",,,u5ba2,u5ba2.svg,,
脚,356,肉,11,S,,leg,キャク、（キャ）,"kyaku, (kya)",あし,ashi,u811a,u811a.svg,,
逆,357,辵,9,5,,inverted,ギャク,gyaku,さか、さか-らう,"saka, saka-rau",u9006,u9006.svg,,
虐,358,虍,9,S,,tyrannize,ギャク,gyaku,しいた-げる,shiita-geru,u8650,u8650.svg,,
九,359,乙,2,1,,nine,キュウ、ク,"kyū, ku",ここの、ここの-つ,"kokono, kokono-tsu",u4e5d,u4e5d.svg,,
久,360,丿,3,5,,long time,キュウ、（ク）,"kyū, (ku)",ひさ-しい,hisa-shii,u4e45,u4e45.svg,,
及,361,又,3,S,,reach out,キュウ,kyū,およ-ぶ、およ-び、およ-ぼす,"oyo-bu, oyo-bi, oyo-bosu",u53ca,u53ca.svg,,
弓,362,弓,3,2,,"bow (archery, violin)",キュウ,kyū,ゆみ,yumi,u5f13,u5f13.svg,,
丘,363,一,5,S,,hill,キュウ,kyū,おか,oka,u4e18,u4e18.svg,,
旧,364,臼,5,5,,old times,キュウ,kyū,,,u65e7,u65e7.svg,,
休,365,人,6,1,,rest,キュウ,kyū,やす-む、やす-まる、やす-める,"yasu-mu, yasu-maru, yasu-meru",u4f11,u4f11.svg,,
吸,366,口,6,6,,suck,キュウ,kyū,す-う,su-u,u5438,u5438.svg,,
朽,367,木,6,S,,decay,キュウ,kyū,く-ちる,ku-chiru,u673d,u673d.svg,,
臼,368,臼,6,S,2010,mortar,キュウ,kyū,うす,usu,u81fc,u81fc.svg,,
求,369,水,7,4,,request,キュウ,kyū,もと-める,moto-meru,u6c42,u6c42.svg,,
究,370,穴,7,3,,research,キュウ,kyū,きわ-める,kiwa-meru,u7a76,u7a76.svg,,
泣,371,水,8,4,,cry,キュウ,kyū,な-く,na-ku,u6ce3,u6ce3.svg,,
急,372,心,9,3,,hurry,キュウ,kyū,いそ-ぐ,iso-gu,u6025,u6025.svg,,
級,373,糸,9,3,,rank,キュウ,kyū,,,u7d1a,u7d1a.svg,,
糾,374,糸,9,S,,twist,キュウ,kyū,,,u7cfe,u7cfe.svg,,
宮,375,宀,10,3,,Shinto shrine,キュウ、グウ、（ク）,"kyū, gū, (ku)",みや,miya,u5bae,u5bae.svg,,
救,376,攴,11,5,,salvation,キュウ,kyū,すく-う,suku-u,u6551,u6551.svg,,
球,377,玉,11,3,,sphere,キュウ,kyū,たま,tama,u7403,u7403.svg,,
給,378,糸,12,4,,salary,キュウ,kyū,,,u7d66,u7d66.svg,,
嗅,379,口,13,S,2010,smell,キュウ,kyū,か-ぐ,ka-gu,u55c5,u55c5.svg,,
窮,380,穴,15,S,,hard up,キュウ,kyū,きわ-める、きわ-まる,"kiwa-meru, kiwa-maru",u7aae,u7aae.svg,,
牛,381,牛,4,2,,cow,ギュウ,gyū,うし,ushi,u725b,u725b.svg,,
去,382,厶,5,3,,leave,キョ、コ,"kyo, ko",さ-る,sa-ru,u53bb,u53bb.svg,,
巨,383,工,4,S,,gigantic,キョ,kyo,,,u5de8,u5de8.svg,,
居,384,尸,8,5,,reside,キョ,kyo,い-る,i-ru,u5c45,u5c45.svg,,
拒,385,手,8,S,,repel,キョ,kyo,こば-む,koba-mu,u62d2,u62d2.svg,,
拠,386,手,8,S,,foothold,キョ、コ,"kyo, ko",,,u62e0,u62e0.svg,,
挙,387,手,10,4,,raise,キョ,kyo,あ-げる、あ-がる,"a-geru, a-garu",u6319,u6319.svg,,
虚,388,虍,11,S,,void,キョ、（コ）,"kyo, (ko)",,,u865a,u865a.svg,,
許,389,言,11,5,,permit,キョ,kyo,ゆる-す,yuru-su,u8a31,u8a31.svg,,
距,390,足,12,S,,long-distance,キョ,kyo,,,u8ddd,u8ddd.svg,,
魚,391,魚,11,2,,fish,ギョ,gyo,うお、さかな,"uo, sakana",u9b5a,u9b5a.svg,,
御,392,彳,12,S,,honorable,ギョ、ゴ,"gyo, go",おん,on,u5fa1,u5fa1.svg,,
漁,393,水,14,4,,fishing,ギョ、リョウ,"gyo, ryō",,,u6f01,u6f01.svg,,
凶,394,凵,4,S,,villain,キョウ,kyō,,,u51f6,u51f6.svg,,
共,395,八,6,4,,together,キョウ,kyō,とも,tomo,u5171,u5171.svg,,
叫,396,口,6,S,,shout,キョウ,kyō,さけ-ぶ,sake-bu,u53eb,u53eb.svg,,
狂,397,犬,7,S,,lunatic,キョウ,kyō,くる-う、くる-おしい,"kuru-u, kuru-oshii",u72c2,u72c2.svg,,
京,398,亠,8,2,,capital,キョウ、ケイ,"kyō, kei",,,u4eac,u4eac.svg,,
享,399,亠,8,S,,receive,キョウ,kyō,,,u4eab,u4eab.svg,,
供,400,人,8,6,,offer,キョウ、（ク）,"kyō, (ku)",そな-える、とも,"sona-eru, tomo",u4f9b,u4f9b.svg,,
協,401,十,8,4,,cooperation,キョウ,kyō,,,u5354,u5354.svg,,
況,402,水,8,S,,condition,キョウ,kyō,,,u6cc1,u6cc1.svg,,
峡,403,山,9,S,,gorge,キョウ,kyō,,,u5ce1,u5ce1.svg,,
挟,404,手,9,S,1981,pinch,キョウ,kyō,はさ-む、はさ-まる,"hasa-mu, hasa-maru",u631f,u631f.svg,,
狭,405,犬,9,S,,cramped,キョウ,kyō,せま-い、せば-める、せば-まる,"sema-i, seba-meru, seba-maru",u72ed,u72ed.svg,,
恐,406,心,10,S,,fear,キョウ,kyō,おそ-れる、おそ-ろしい,"oso-reru, oso-roshii",u6050,u6050.svg,,
恭,407,心,10,S,,respect,キョウ,kyō,うやうや-しい,uyauya-shii,u606d,u606d.svg,,
胸,408,肉,10,6,,bosom,キョウ,kyō,むね、（むな）,"mune, (muna)",u80f8,u80f8.svg,,
脅,409,肉,10,S,,threaten,キョウ,kyō,おびや-かす、おど-す、おど-かす,"obiya-kasu, odo-su, odo-kasu",u8105,u8105.svg,,
強,410,弓,11,2,,strong,キョウ、ゴウ,"kyō, gō",つよ-い、つよ-まる、つよ-める、し-いる,"tsuyo-i, tsuyo-maru, tsuyo-meru, shi-iru",u5f37,u5f37.svg,,
教,411,攴,11,2,,teach,キョウ,kyō,おし-える、おそ-わる,"oshi-eru, oso-waru",u6559,u6559.svg,,
郷,412,邑,11,6,,home town,キョウ、ゴウ,"kyō, gō",,,u90f7,u90f7.svg,,
境,413,土,14,5,,boundary,キョウ、（ケイ）,"kyō, (kei)",さかい,sakai,u5883,u5883.svg,,
橋,414,木,16,3,,bridge,キョウ,kyō,はし,hashi,u6a4b,u6a4b.svg,,
矯,415,矢,17,S,1981,rectify,キョウ,kyō,た-める,ta-meru,u77ef,u77ef.svg,,
鏡,416,金,19,4,,mirror,キョウ,kyō,かがみ,kagami,u93e1,u93e1.svg,,
競,417,立,20,4,,compete,キョウ、ケイ,"kyō, kei",きそ-う、せ-る,"kiso-u, se-ru",u7af6,u7af6.svg,,
響,418,音,20,S,,echo,キョウ,kyō,ひび-く,hibi-ku,u97ff,u97ff.svg,,
驚,419,馬,22,S,,wonder,キョウ,kyō,おどろ-く、おどろ-かす,"odoro-ku, odoro-kasu",u9a5a,u9a5a.svg,,
仰,420,人,6,S,,face-up,ギョウ、（コウ）,"gyō, (kō)",あお-ぐ、おお-せ,"ao-gu, oo-se",u4ef0,u4ef0.svg,,
暁,421,日,12,S,,daybreak,ギョウ,gyō,あかつき,akatsuki,u6681,u6681.svg,,
業,422,木,13,3,,business,ギョウ、ゴウ,"gyō, gō",わざ,waza,u696d,u696d.svg,,
凝,423,冫,16,S,,congeal,ギョウ,gyō,こ-る、こ-らす,"ko-ru, ko-rasu",u51dd,u51dd.svg,,
曲,424,曰,6,3,,musical composition,キョク,kyoku,ま-がる、ま-げる,"ma-garu, ma-geru",u66f2,u66f2.svg,,
局,425,尸,7,3,,office,キョク,kyoku,,,u5c40,u5c40.svg,,
極,426,木,12,4,,poles,キョク、ゴク,"kyoku, goku",きわ-める、きわ-まる、きわ-み,"kiwa-meru, kiwa-maru, kiwa-mi",u6975,u6975.svg,,
玉,427,玉,5,1,,ball,ギョク,gyoku,たま,tama,u7389,u7389.svg,,
巾,428,巾,3,S,2010,towel,キン,kin,,,u5dfe,u5dfe.svg,,
斤,429,斤,4,S,,axe,キン,kin,,,u65a4,u65a4.svg,,
均,430,土,7,5,,level,キン,kin,,,u5747,u5747.svg,,
近,431,辵,7,2,,near,キン,kin,ちか-い,chika-i,u8fd1,u8fd1.svg,,
金,432,金,8,1,,gold,キン、コン,"kin, kon",かね、（かな）,"kane, (kana)",u91d1,u91d1.svg,,
菌,433,艸,11,S,,germ,キン,kin,,,u83cc,u83cc.svg,,
勤,434,力,12,6,,diligence,キン、（ゴン）,"kin, (gon)",つと-める、つと-まる,"tsuto-meru, tsuto-maru",u52e4,u52e4.svg,,
琴,435,玉,12,S,,harp,キン,kin,こと,koto,u7434,u7434.svg,,
筋,436,竹,12,6,,muscle,キン,kin,すじ,suji,u7b4b,u7b4b.svg,,
僅,437,人,13,S,2010,a wee bit,キン,kin,わず-か,wazu-ka,u50c5,u50c5.svg,,
禁,438,示,13,5,,prohibition,キン,kin,,,u7981,u7981.svg,,
緊,439,糸,15,S,,tense,キン,kin,,,u7dca,u7dca.svg,,
錦,440,金,16,S,2010,brocade,キン,kin,にしき,nishiki,u9326,u9326.svg,,
謹,441,言,17,S,,discreet,キン,kin,つつし-む,tsutsushi-mu,u8b39,u8b39.svg,,
襟,442,衣,18,S,1981,collar,キン,kin,えり,eri,u895f,u895f.svg,,
吟,443,口,7,S,,versify,ギン,gin,,,u541f,u541f.svg,,
銀,444,金,14,3,,silver,ギン,gin,,,u9280,u9280.svg,,
区,445,匸,4,3,,ward,ク,ku,,,u533a,u533a.svg,,
句,446,口,5,5,,phrase,ク,ku,,,u53e5,u53e5.svg,,
苦,447,艸,8,3,,suffer,ク,ku,くる-しい、くる-しむ、くる-しめる、にが-い、にが-る,"kuru-shii, kuru-shimu, kuru-shimeru, niga-i, niga-ru",u82e6,u82e6.svg,,
駆,448,馬,14,S,,drive,ク,ku,か-ける、か-る,"ka-keru, ka-ru",u99c6,u99c6.svg,,
具,449,八,8,3,,tool,グ,gu,,,u5177,u5177.svg,,
惧,450,心,11,S,2010,dread,グ,gu,,,u60e7,u60e7.svg,,
愚,451,心,13,S,,foolish,グ,gu,おろ-か,oro-ka,u611a,u611a.svg,,
空,452,穴,8,1,,sky,クウ,kū,そら、あ-く、あ-ける、から,"sora, a-ku, a-keru, kara",u7a7a,u7a7a.svg,,
偶,453,人,11,S,,accidentally,グウ,gū,,,u5076,u5076.svg,,
遇,454,辵,12,S,,interview,グウ,gū,,,u9047,u9047.svg,,
隅,455,阜,12,S,1981,corner,グウ,gū,すみ,sumi,u9685,u9685.svg,,
串,456,丨,7,S,2010,skewer,,,くし,kushi,u4e32,u4e32.svg,,
屈,457,尸,8,S,,yield,クツ,kutsu,,,u5c48,u5c48.svg,,
掘,458,手,11,S,,dig,クツ,kutsu,ほ-る,ho-ru,u6398,u6398.svg,,
窟,459,穴,13,S,2010,cavern,クツ,kutsu,,,u7a9f,u7a9f.svg,,
熊,460,火,14,4,2010,bear,,,くま,kuma,u718a,u718a.svg,,
繰,461,糸,19,S,,winding,,,く-る,ku-ru,u7e70,u7e70.svg,,
君,462,口,7,3,,you,クン,kun,きみ,kimi,u541b,u541b.svg,,
訓,463,言,10,4,,instruction,クン,kun,,,u8a13,u8a13.svg,,
勲,464,力,15,S,,meritorious deed,クン,kun,,,u52f2,u52f2.svg,,
薫,465,艸,16,S,,fragrant,クン,kun,かお-る,kao-ru,u85ab,u85ab.svg,,
軍,466,車,9,4,,army,グン,gun,,,u8ecd,u8ecd.svg,,
郡,467,邑,10,4,,county,グン,gun,,,u90e1,u90e1.svg,,
群,468,羊,13,4,,flock,グン,gun,む-れる、む-れ、（むら）,"mu-reru, mu-re, (mura)",u7fa4,u7fa4.svg,,
兄,469,儿,5,2,,older brother,ケイ、（キョウ）,"kei, (kyō)",あに,ani,u5144,u5144.svg,,
刑,470,刀,6,S,,punish,ケイ,kei,,,u5211,u5211.svg,,
形,471,彡,7,2,,shape,ケイ、ギョウ,"kei, gyō",かた、かたち,"kata, katachi",u5f62,u5f62.svg,,
系,472,糸,7,6,,lineage,ケイ,kei,,,u7cfb,u7cfb.svg,,
径,473,彳,8,4,,diameter,ケイ,kei,,,u5f84,u5f84.svg,,
茎,474,艸,8,S,,stalk,ケイ,kei,くき,kuki,u830e,u830e.svg,,
係,475,人,9,3,,person in charge,ケイ,kei,かか-る、かかり,"kaka-ru, kakari",u4fc2,u4fc2.svg,,
型,476,土,9,5,,model,ケイ,kei,かた,kata,u578b,u578b.svg,,
契,477,大,9,S,,pledge,ケイ,kei,ちぎ-る,chigi-ru,u5951,u5951.svg,,
計,478,言,9,2,,measure,ケイ,kei,はか-る、はか-らう,"haka-ru, haka-rau",u8a08,u8a08.svg,,
恵,479,心,10,S,,favor,ケイ、エ,"kei, e",めぐ-む,megu-mu,u6075,u6075.svg,,
啓,480,口,11,S,,disclose,ケイ,kei,,,u5553,u5553.svg,,
掲,481,手,11,S,,put up (a notice),ケイ,kei,かか-げる,kaka-geru,u63b2,u63b2.svg,,
渓,482,水,11,S,1981,mountain stream,ケイ,kei,,,u6e13,u6e13.svg,,
経,483,糸,11,5,,manage,ケイ、キョウ,"kei, kyō",へ-る,he-ru,u7d4c,u7d4c.svg,,
蛍,484,虫,11,S,1981,lightning-bug,ケイ,kei,ほたる,hotaru,u86cd,u86cd.svg,,
敬,485,攴,12,6,,respect,ケイ,kei,うやま-う,uyama-u,u656c,u656c.svg,,
景,486,日,12,4,,scenery,ケイ,kei,,,u666f,u666f.svg,,
軽,487,車,12,3,,lightweight,ケイ,kei,かる-い、かろ-やか,"karu-i, karo-yaka",u8efd,u8efd.svg,,
傾,488,人,13,S,,lean,ケイ,kei,かたむ-く、かたむ-ける,"katamu-ku, katamu-keru",u50be,u50be.svg,,
携,489,手,13,S,,portable,ケイ,kei,たずさ-える、たずさ-わる,"tazusa-eru, tazusa-waru",u643a,u643a.svg,,
継,490,糸,13,S,,inherit,ケイ,kei,つ-ぐ,tsu-gu,u7d99,u7d99.svg,,
詣,491,言,13,S,2010,visit a temple,ケイ,kei,もう-でる,mō-deru,u8a63,u8a63.svg,,
慶,492,心,15,S,,jubilation,ケイ,kei,,,u6176,u6176.svg,,
憬,493,心,15,S,2010,long for,ケイ,kei,,,u61ac,u61ac.svg,,
稽,494,禾,15,S,2010,consider,ケイ,kei,,,u7a3d,u7a3d.svg,,
憩,495,心,16,S,,recess,ケイ,kei,いこ-い、いこ-う,"iko-i, iko-u",u61a9,u61a9.svg,,
警,496,言,19,6,,guard against,ケイ,kei,,,u8b66,u8b66.svg,,
鶏,497,鳥,19,S,,chicken,ケイ,kei,にわとり,niwatori,u9d8f,u9d8f.svg,,
芸,498,艸,7,4,,art,ゲイ,gei,,,u82b8,u82b8.svg,,
迎,499,辵,7,S,,welcome,ゲイ,gei,むか-える,muka-eru,u8fce,u8fce.svg,,
鯨,500,魚,19,S,,whale,ゲイ,gei,くじら,kujira,u9be8,u9be8.svg,,
隙,501,阜,13,S,2010,fissure,ゲキ,geki,すき,suki,u9699,u9699.svg,,
劇,502,刀,15,6,,drama,ゲキ,geki,,,u5287,u5287.svg,,
撃,503,手,15,S,,beat,ゲキ,geki,う-つ,u-tsu,u6483,u6483.svg,,
激,504,水,16,6,,violent,ゲキ,geki,はげ-しい,hage-shii,u6fc0,u6fc0.svg,,
桁,505,木,10,S,2010,beam,,,けた,keta,u6841,u6841.svg,,
欠,506,缶,4,4,,lack,ケツ,ketsu,か-ける、か-く,"ka-keru, ka-ku",u6b20,u6b20.svg,,
穴,507,穴,5,6,,hole,ケツ,ketsu,あな,ana,u7a74,u7a74.svg,,
血,508,血,6,3,,blood,ケツ,ketsu,ち,chi,u8840,u8840.svg,,
決,509,水,7,3,,decide,ケツ,ketsu,き-める、き-まる,"ki-meru, ki-maru",u6c7a,u6c7a.svg,,
結,510,糸,12,4,,tie,ケツ,ketsu,むす-ぶ、ゆ-う、ゆ-わえる,"musu-bu, yu-u, yu-waeru",u7d50,u7d50.svg,,
傑,511,人,13,S,,greatness,ケツ,ketsu,,,u5091,u5091.svg,,
潔,512,水,15,5,,undefiled,ケツ,ketsu,いさぎよ-い,isagiyo-i,u6f54,u6f54.svg,,
月,513,月,4,1,,"month, moon",ゲツ、ガツ,"getsu, gatsu",つき,tsuki,u6708,u6708.svg,,
犬,514,犬,4,1,,dog,ケン,ken,いぬ,inu,u72ac,u72ac.svg,,
件,515,人,6,5,,affair,ケン,ken,,,u4ef6,u4ef6.svg,,
見,516,見,7,1,,see,ケン,ken,み-る、み-える、み-せる,"mi-ru, mi-eru, mi-seru",u898b,u898b.svg,,
券,517,刀,8,6,,ticket,ケン,ken,,,u5238,u5238.svg,,
肩,518,肉,8,S,,shoulder,ケン,ken,かた,kata,u80a9,u80a9.svg,,
建,519,廴,9,4,,build,ケン、（コン）,"ken, (kon)",た-てる、た-つ,"ta-teru, ta-tsu",u5efa,u5efa.svg,,
研,520,石,9,3,,sharpen,ケン,ken,と-ぐ,to-gu,u7814,u7814.svg,,
県,521,糸,9,3,,prefecture,ケン,ken,,,u770c,u770c.svg,,
倹,522,人,10,S,,frugal,ケン,ken,,,u5039,u5039.svg,,
兼,523,八,10,S,,concurrently,ケン,ken,か-ねる,ka-neru,u517c,u517c.svg,,
剣,524,刀,10,S,,sabre,ケン,ken,つるぎ,tsurugi,u5263,u5263.svg,,
拳,525,手,10,S,2010,fist,ケン,ken,こぶし,kobushi,u62f3,u62f3.svg,,
軒,526,車,10,S,,flats,ケン,ken,のき,noki,u8ed2,u8ed2.svg,,
健,527,人,11,4,,healthy,ケン,ken,すこ-やか,suko-yaka,u5065,u5065.svg,,
険,528,阜,11,5,,precipitous,ケン,ken,けわ-しい,kewa-shii,u967a,u967a.svg,,
圏,529,囗,12,S,,sphere,ケン,ken,,,u570f,u570f.svg,,
堅,530,土,12,S,,strict,ケン,ken,かた-い,kata-i,u5805,u5805.svg,,
検,531,木,12,5,,examine,ケン,ken,,,u691c,u691c.svg,,
嫌,532,女,13,S,1981,dislike,ケン、（ゲン）,"ken, (gen)",きら-う、いや,"kira-u, iya",u5acc,u5acc.svg,,
献,533,犬,13,S,,offering,ケン、（コン）,"ken, (kon)",,,u732e,u732e.svg,,
絹,534,糸,13,6,,silk,ケン,ken,きぬ,kinu,u7d79,u7d79.svg,,
遣,535,辵,13,S,,dispatch,ケン,ken,つか-う、つか-わす,"tsuka-u, tsuka-wasu",u9063,u9063.svg,,
権,536,木,15,6,,rights,ケン、（ゴン）,"ken, (gon)",,,u6a29,u6a29.svg,,
憲,537,心,16,6,,constitution,ケン,ken,,,u61b2,u61b2.svg,,
賢,538,貝,16,S,,intelligent,ケン,ken,かしこ-い,kashiko-i,u8ce2,u8ce2.svg,,
謙,539,言,17,S,,self-effacing,ケン,ken,,,u8b19,u8b19.svg,,
鍵,540,金,17,S,2010,key,ケン,ken,かぎ,kagi,u9375,u9375.svg,,
繭,541,糸,18,S,,cocoon,ケン,ken,まゆ,mayu,u7e6d,u7e6d.svg,,
顕,542,頁,18,S,,appear,ケン,ken,,,u9855,u9855.svg,,
験,543,馬,18,4,,test,ケン、（ゲン）,"ken, (gen)",,,u9a13,u9a13.svg,,
懸,544,心,20,S,,suspend,ケン、（ケ）,"ken, (ke)",か-ける、か-かる,"ka-keru, ka-karu",u61f8,u61f8.svg,,
元,545,儿,4,2,,origin,ゲン、ガン,"gen, gan",もと,moto,u5143,u5143.svg,,
幻,546,幺,4,S,,phantasm,ゲン,gen,まぼろし,maboroshi,u5e7b,u5e7b.svg,,
玄,547,玄,5,S,,mysterious,ゲン,gen,,,u7384,u7384.svg,,
言,548,言,7,2,,say,ゲン、ゴン,"gen, gon",い-う、こと,"i-u, koto",u8a00,u8a00.svg,,
弦,549,弓,8,S,,bowstring,ゲン,gen,つる,tsuru,u5f26,u5f26.svg,,
限,550,阜,9,5,,limit,ゲン,gen,かぎ-る,kagi-ru,u9650,u9650.svg,,
原,551,厂,10,2,,field,ゲン,gen,はら,hara,u539f,u539f.svg,,
現,552,玉,11,5,,appear,ゲン,gen,あらわ-れる、あらわ-す,"arawa-reru, arawa-su",u73fe,u73fe.svg,,
舷,553,舟,11,S,2010,gunwale,ゲン,gen,,,u8237,u8237.svg,,
減,554,水,12,5,,decrease,ゲン,gen,へ-る、へ-らす,"he-ru, he-rasu",u6e1b,u6e1b.svg,,
源,555,水,13,6,,origin,ゲン,gen,みなもと,minamoto,u6e90,u6e90.svg,,
厳,556,口,17,6,,strict,ゲン、（ゴン）,"gen, (gon)",おごそ-か、きび-しい,"ogoso-ka, kibi-shii",u53b3,u53b3.svg,,
己,557,己,3,6,,self,コ、キ,"ko, ki",おのれ,onore,u5df1,u5df1.svg,,
戸,558,戶,4,2,,door,コ,ko,と,to,u6238,u6238.svg,,
古,559,口,5,2,,old,コ,ko,ふる-い、ふる-す,"furu-i, furu-su",u53e4,u53e4.svg,,
呼,560,口,8,6,,call,コ,ko,よ-ぶ,yo-bu,u547c,u547c.svg,,
固,561,囗,8,4,,hard,コ,ko,かた-める、かた-まる、かた-い,"kata-meru, kata-maru, kata-i",u56fa,u56fa.svg,,
