kanji,heisig_number,heisig_keyword,heisig_components,kml_primitives,primitive_count,cluster_components,collapse_to
屡,2331,frequently,,,0,frequently,
屍,2332,corpse,,,0,corpse,
屏,2333,folding screen,,,0,folding screen,
嵩,2334,high-reaching,,,0,high-reaching,
崚,2335,rugged mountains,,,0,rugged mountains,
嶺,2336,mountaintop,,,0,mountaintop,
嵌,2337,fit into,,,0,fit into,
帖,2338,quire,,,0,quire,
幡,2339,banner,,,0,banner,
幟,2340,pennant,,,0,pennant,
庖,2341,cleaver,,,0,cleaver,
廓,2342,licensed quarters,,,0,licensed quarters,
庇,2343,overhang,,,0,overhang,
鷹,2344,hawk,,,0,hawk,
庄,2345,shire,,,0,shire,
廟,2346,tomb sanctuary,,,0,tomb sanctuary,
彊,2347,strengthen,,,0,strengthen,
弛,2348,loosen,,,0,loosen,
粥,2349,rice gruel,,,0,rice gruel,
挽,2350,lathe,,,0,lathe,
撞,2351,bump into,,,0,bump into,
扮,2352,disguise,,,0,disguise,
捏,2353,fabrication,,,0,fabrication,
掴,2354,clutch,,,0,clutch,
捺,2355,impress,,,0,impress,
掻,2356,scratch,,,0,scratch,
撰,2357,assortment,,,0,assortment,
揃,2358,muster,,,0,muster,
捌,2359,deal with,,,0,deal with,
按,2360,press down on,,,0,press down on,
播,2361,disseminate,,,0,disseminate,
揖,2362,collect,,,0,collect,
托,2363,receptacle,,,0,receptacle,
捧,2364,devote,,,0,devote,
撚,2365,twirl,,,0,twirl,
挺,2366,counter for tools,,,0,counter for tools,
擾,2367,commotion,,,0,commotion,
撫,2368,petting,,,0,petting,
撒,2369,sprinkle,,,0,sprinkle,
擢,2370,outstanding,,,0,outstanding,
摺,2371,rubbing,,,0,rubbing,
捷,2372,spoils,,,0,spoils,
抉,2373,gouge out,,,0,gouge out,
怯,2374,wince,,,0,wince,
惟,2375,ponder,,,0,ponder,
惚,2376,infatuation,,,0,infatuation,
怜,2377,quickwitted,,,0,quickwitted,
惇,2378,considerate,,,0,considerate,
恰,2379,as if,,,0,as if,
恢,2380,enlarge,,,0,enlarge,
悌,2381,respect for elders,,,0,respect for elders,
澪,2382,canal,,,0,canal,
洸,2383,glistening,,,0,glistening,
滉,2384,bounding main,,,0,bounding main,
漱,2385,gargle,,,0,gargle,
洲,2386,continent,,,0,continent,
洵,2387,swirling waters,,,0,swirling waters,
滲,2388,seep,,,0,seep,
洒,2389,rinse,,,0,rinse,
沐,2390,douse,,,0,douse,
泪,2391,teardrops,,,0,teardrops,
渾,2392,gushing,,,0,gushing,
涜,2393,blaspheme,,,0,blaspheme,
梁,2394,roofbeam,,,0,roofbeam,
澱,2395,sediment,,,0,sediment,
洛,2396,old Kyoto,,,0,old Kyoto,
汝,2397,thou,,,0,thou,
漉,2398,filter,,,0,filter,
瀕,2399,on the verge of,,,0,on the verge of,
濠,2400,moat,,,0,moat,
溌,2401,spray,,,0,spray,
湊,2402,port,,,0,port,
淋,2403,solitude,,,0,solitude,
浩,2404,abounding,,,0,abounding,
汀,2405,water’s edge,,,0,water’s edge,
鴻,2406,large goose,,,0,large goose,
潅,2407,souse,,,0,souse,
溢,2408,brimming,,,0,brimming,
湛,2409,inundate,,,0,inundate,
淳,2410,immaculate,,,0,immaculate,
渥,2411,moisten,,,0,moisten,
灘,2412,rough seas,,,0,rough seas,
汲,2413,draw water,,,0,draw water,
瀞,2414,river pool,,,0,river pool,
溜,2415,cumulation,,,0,cumulation,
渕,2416,abyss,,,0,abyss,
沌,2417,chaos,,,0,chaos,
濾,2418,strainer,,,0,strainer,
濡,2419,drench,,,0,drench,
淀,2420,eddy,,,0,eddy,
涅,2421,black soil,,,0,black soil,
斧,2422,hatchet,,,0,hatchet,
爺,2423,grandpa,,,0,grandpa,
猾,2424,sly,,,0,sly,
猥,2425,indecent,,,0,indecent,
狡,2426,cunning,,,0,cunning,
狸,2427,racoon dog,,,0,racoon dog,
狼,2428,wolf,,,0,wolf,
狽,2429,flustered,,,0,flustered,
狗,2430,pup,,,0,pup,
狐,2431,fox,,,0,fox,
狛,2432,a-un,,,0,a-un,
獅,2433,lion,,,0,lion,
狒,2434,baboon,,,0,baboon,
莨,2435,tobacco,,,0,tobacco,
茉,2436,jasmine,,,0,jasmine,
莉,2437,hawthorn,,,0,hawthorn,
苺,2438,strawberry,,,0,strawberry,
萩,2439,bush clover,,,0,bush clover,
藝,2440,technique (old),,,0,technique (old),
薙,2441,trim,,,0,trim,
蓑,2442,straw raincoat,,,0,straw raincoat,
苔,2443,moss,,,0,moss,
蕩,2444,prodigal,,,0,prodigal,
蔓,2445,tendril,,,0,tendril,
蓮,2446,lotus,,,0,lotus,
芙,2447,lotus flower,,,0,lotus flower,
蓉,2448,lotus blossom,,,0,lotus blossom,
蘭,2449,orchid,,,0,orchid,
芦,2450,hollow reed,,,0,hollow reed,
薯,2451,yam,,,0,yam,
菖,2452,iris,,,0,iris,
蕉,2453,banana,,,0,banana,
蕎,2454,buckwheat,,,0,buckwheat,
蕗,2455,butterbur,,,0,butterbur,
茄,2456,eggplant,,,0,eggplant,
蔭,2457,behind the scenes,,,0,behind the scenes,
蓬,2458,wormwood,,,0,wormwood,
芥,2459,mustard,,,0,mustard,
萌,2460,germinate,,,0,germinate,
葡,2461,grape,,,0,grape,
萄,2462,grape vine,,,0,grape vine,
蘇,2463,resurrect,,,0,resurrect,
蕃,2464,grow wild,,,0,grow wild,
苓,2465,cocklebur,,,0,cocklebur,
菰,2466,rush mat,,,0,rush mat,
蒙,2467,darken,,,0,darken,
茅,2468,grassy reed,,,0,grassy reed,
芭,2469,plantain,,,0,plantain,
苅,2470,mow,,,0,mow,
葱,2471,onion,,,0,onion,
葵,2472,hollyhock,,,0,hollyhock,
葺,2473,shingling,,,0,shingling,
蕊,2474,stamen,,,0,stamen,
茸,2475,mushroom,,,0,mushroom,
蒔,2476,sowing,,,0,sowing,
芹,2477,parsley,,,0,parsley,
苫,2478,thatching,,,0,thatching,
蒼,2479,pale blue,,,0,pale blue,
藁,2480,straw,,,0,straw,
蕪,2481,turnip,,,0,turnip,
藷,2482,sweet potato,,,0,sweet potato,
薮,2483,quack,,,0,quack,
蒜,2484,garlic,,,0,garlic,
蕨,2485,bracken,,,0,bracken,
蔚,2486,grow plentiful,,,0,grow plentiful,
茜,2487,madder red,,,0,madder red,
莞,2488,candle rush,,,0,candle rush,
蒐,2489,collector,,,0,collector,
菅,2490,sedge,,,0,sedge,
葦,2491,ditch reed,,,0,ditch reed,
迪,2492,Way,,,0,Way,
辿,2493,track down,,,0,track down,
這,2494,crawl,,,0,crawl,
迂,2495,detour,,,0,detour,
遁,2496,shirk,,,0,shirk,
逢,2497,tryst,,,0,tryst,
遥,2498,far off,,,0,far off,
遼,2499,faraway,,,0,faraway,
逼,2500,pressing,,,0,pressing,
迄,2501,until,,,0,until,
逗,2502,standstill,,,0,standstill,
鄭,2503,courtesy,,,0,courtesy,
隕,2504,falling,,,0,falling,
隈,2505,nook,,,0,nook,
憑,2506,possessed,,,0,possessed,
惹,2507,attract,,,0,attract,
悉,2508,without exception,,,0,without exception,
忽,2509,instantaneously,,,0,instantaneously,
惣,2510,firstborn son,,,0,firstborn son,
愈,2511,in the nick of time,,,0,in the nick of time,
恕,2512,sensitive,,,0,sensitive,
昴,2513,overarching,,,0,overarching,
晋,2514,progress,,,0,progress,
晟,2515,aglow,,,0,aglow,
暈,2516,halo,,,0,halo,
暉,2517,glitter,,,0,glitter,
旱,2518,dry weather,,,0,dry weather,
晏,2519,clear skies,,,0,clear skies,
晨,2520,morrow,,,0,morrow,
晒,2521,bleaching,,,0,bleaching,
晃,2522,limpid,,,0,limpid,
曝,2523,air out,,,0,air out,
曙,2524,dawn,,,0,dawn,
昂,2525,elevate,,,0,elevate,
昏,2526,dusk,,,0,dusk,
晦,2527,last day of the month,,,0,last day of the month,
膿,2528,pus,,,0,pus,
腑,2529,viscera,,,0,viscera,
胱,2530,bladder,,,0,bladder,
胚,2531,embryo,,,0,embryo,
肛,2532,anus,,,0,anus,
脆,2533,fragile,,,0,fragile,
肋,2534,rib,,,0,rib,
腔,2535,body cavity,,,0,body cavity,
肱,2536,armrest,,,0,armrest,
胡,2537,uncivilized,,,0,uncivilized,
楓,2538,maple tree,,,0,maple tree,
楊,2539,purple willow,,,0,purple willow,
椋,2540,Oriental elm,,,0,Oriental elm,
榛,2541,hazel,,,0,hazel,
櫛,2542,comb,,,0,comb,
槌,2543,wooden hammer,,,0,wooden hammer,
樵,2544,mallet,,,0,mallet,
梯,2545,ladder,,,0,ladder,
柑,2546,citrus tree,,,0,citrus tree,
杭,2547,picket,,,0,picket,
柊,2548,holly,,,0,holly,
柚,2549,citron,,,0,citron,
椀,2550,wooden bowl,,,0,wooden bowl,
栂,2551,hemlock,,,0,hemlock,
柾,2552,spindle tree,,,0,spindle tree,
榊,2553,sacred tree,,,0,sacred tree,
樫,2554,evergreen oak,,,0,evergreen oak,
槙,2555,black pine,,,0,black pine,
楢,2556,Japanese oak,,,0,Japanese oak,
橘,2557,mandarin orange,,,0,mandarin orange,
桧,2558,Japanese cypress,,,0,Japanese cypress,
棲,2559,roost,,,0,roost,
栖,2560,nestle,,,0,nestle,
桔,2561,bellflower,,,0,bellflower,
杜,2562,temple grove,,,0,temple grove,
杷,2563,grain rake,,,0,grain rake,
梶,2564,oar,,,0,oar,
杵,2565,wooden pestle,,,0,wooden pestle,
杖,2566,cane,,,0,cane,
樽,2567,barrel,,,0,barrel,
櫓,2568,turret,,,0,turret,
橿,2569,sturdy oak,,,0,sturdy oak,
杓,2570,wooden ladle,,,0,wooden ladle,
李,2571,damson,,,0,damson,
棉,2572,raw cotton,,,0,raw cotton,
楯,2573,escutcheon,,,0,escutcheon,
榎,2574,hackberry,,,0,hackberry,
樺,2575,birch,,,0,birch,
槍,2576,lance,,,0,lance,
柘,2577,wild mulberry,,,0,wild mulberry,
梱,2578,bale,,,0,bale,
枇,2579,loquat,,,0,loquat,
樋,2580,downspout,,,0,downspout,
橇,2581,sled,,,0,sled,
槃,2582,enjoyment,,,0,enjoyment,
栞,2583,bookmark,,,0,bookmark,
椰,2584,coconut tree,,,0,coconut tree,
檀,2585,sandalwood,,,0,sandalwood,
樗,2586,sumac,,,0,sumac,
槻,2587,zelkova,,,0,zelkova,
椙,2588,cryptomeria,,,0,cryptomeria,
彬,2589,copious,,,0,copious,
桶,2590,bucket,,,0,bucket,
楕,2591,ellipse,,,0,ellipse,
樒,2592,star-anise,,,0,star-anise,
毬,2593,furball,,,0,furball,
燿,2594,twinkle,,,0,twinkle,
燎,2595,watchfire,,,0,watchfire,
炬,2596,torch,,,0,torch,
焚,2597,kindle,,,0,kindle,
灸,2598,moxa,,,0,moxa,
煽,2599,fanning,,,0,fanning,
煤,2600,soot,,,0,soot,
煉,2601,firing,,,0,firing,
燦,2602,dazzling,,,0,dazzling,
灼,2603,refulgent,,,0,refulgent,
烙,2604,branding,,,0,branding,
焔,2605,flames,,,0,flames,
烹,2606,stew,,,0,stew,
牽,2607,tug,,,0,tug,
牝,2608,female animal,,,0,female animal,
牡,2609,male animal,,,0,male animal,
琳,2610,chime,,,0,chime,
琉,2611,lapis lazuli,,,0,lapis lazuli,
瑳,2612,burnish,,,0,burnish,
琢,2613,hone,,,0,hone,
珊,2614,coral,,,0,coral,
瑚,2615,coral reef,,,0,coral reef,
瑞,2616,fortunate,,,0,fortunate,
玖,2617,jet,,,0,jet,
瑛,2618,crystal stone,,,0,crystal stone,
玲,2619,tinkling,,,0,tinkling,
畢,2620,lastly,,,0,lastly,
畦,2621,paddy-field ridge,,,0,paddy-field ridge,
痒,2622,itch,,,0,itch,
痰,2623,phlegm,,,0,phlegm,
疹,2624,measles,,,0,measles,
痔,2625,hemorrhoids,,,0,hemorrhoids,
癌,2626,cancer,,,0,cancer,
痺,2627,paralysis,,,0,paralysis,
眸,2628,apple of the eye,,,0,apple of the eye,
眩,2629,dizzy,,,0,dizzy,
雉,2630,pheasant,,,0,pheasant,
矩,2631,carpenter’s square,,,0,carpenter’s square,
磐,2632,crag,,,0,crag,
碇,2633,grapnel,,,0,grapnel,
碧,2634,blue-green,,,0,blue-green,
硯,2635,inkstone,,,0,inkstone,
砥,2636,grindstone,,,0,grindstone,
碗,2637,teacup,,,0,teacup,
碍,2638,obstacle,,,0,obstacle,
碩,2639,illustrious,,,0,illustrious,
磯,2640,rocky beach,,,0,rocky beach,
砺,2641,whetstone,,,0,whetstone,
碓,2642,mill,,,0,mill,
禦,2643,fend off,,,0,fend off,
祷,2644,beseech,,,0,beseech,
祐,2645,ancestral tablet,,,0,ancestral tablet,
祇,2646,local god,,,0,local god,
祢,2647,ancestral shrine,,,0,ancestral shrine,
禄,2648,salarium,,,0,salarium,
禎,2649,felicitation,,,0,felicitation,
秤,2650,balancing scales,,,0,balancing scales,
黍,2651,millet,,,0,millet,
禿,2652,bald,,,0,bald,
稔,2653,bear fruit,,,0,bear fruit,
稗,2654,crabgrass,,,0,crabgrass,
穣,2655,bumper crop,,,0,bumper crop,
稜,2656,imperial authority,,,0,imperial authority,
稀,2657,sparse,,,0,sparse,
穆,2658,obeisant,,,0,obeisant,
窺,2659,peep,,,0,peep,
窄,2660,tight,,,0,tight,
穿,2661,drill,,,0,drill,
竃,2662,kitchen stove,,,0,kitchen stove,
竪,2663,longness,,,0,longness,
颯,2664,rustling,,,0,rustling,
站,2665,outpost,,,0,outpost,
靖,2666,repose,,,0,repose,
妾,2667,concubine,,,0,concubine,
衿,2668,lapel,,,0,lapel,
袷,2669,lined kimono,,,0,lined kimono,
袴,2670,pleated skirt,,,0,pleated skirt,
襖,2671,sliding door,,,0,sliding door,
笙,2672,Chinese panpipe,,,0,Chinese panpipe,
筏,2673,raft,,,0,raft,
簾,2674,bamboo blinds,,,0,bamboo blinds,
箪,2675,rattan box,,,0,rattan box,
竿,2676,pole,,,0,pole,
箆,2677,spatula,,,0,spatula,
箔,2678,foil,,,0,foil,
笥,2679,wardrobe,,,0,wardrobe,
箭,2680,arrow shaft,,,0,arrow shaft,
筑,2681,ancient harp,,,0,ancient harp,
篠,2682,slender bamboo,,,0,slender bamboo,
纂,2683,redaction,,,0,redaction,
竺,2684,bamboo cane,,,0,bamboo cane,
箕,2685,winnowing fan,,,0,winnowing fan,
笈,2686,backpack,,,0,backpack,
篇,2687,livraison,,,0,livraison,
筈,2688,should,,,0,should,
簸,2689,winnow,,,0,winnow,
粕,2690,settlings,,,0,settlings,
糟,2691,lees,,,0,lees,
糊,2692,paste,,,0,paste,
籾,2693,unhulled rice,,,0,unhulled rice,
糠,2694,rice bran,,,0,rice bran,
糞,2695,excrement,,,0,excrement,
粟,2696,foxtail millet,,,0,foxtail millet,
繋,2697,link up,,,0,link up,
綸,2698,twine,,,0,twine,
絨,2699,carpet yarn,,,0,carpet yarn,
絆,2700,ties,,,0,ties,
緋,2701,scarlet,,,0,scarlet,
綜,2702,synthesis,,,0,synthesis,
紐,2703,string,,,0,string,
紘,2704,chinstrap,,,0,chinstrap,
纏,2705,summarize,,,0,summarize,
絢,2706,gorgeous,,,0,gorgeous,
繍,2707,embroidery,,,0,embroidery,
紬,2708,pongee,,,0,pongee,
綺,2709,ornate,,,0,ornate,
綾,2710,damask,,,0,damask,
絃,2711,catgut,,,0,catgut,
縞,2712,stripe,,,0,stripe,
綬,2713,gimp,,,0,gimp,
紗,2714,gossamer,,,0,gossamer,
舵,2715,rudder,,,0,rudder,
聯,2716,strung together,,,0,strung together,
聡,2717,attentive,,,0,attentive,
聘,2718,summons,,,0,summons,
耽,2719,addiction,,,0,addiction,
耶,2720,exclamation,,,0,exclamation,
蚤,2721,flea,,,0,flea,
蟹,2722,crab,,,0,crab,
蛋,2723,protein,,,0,protein,
蟄,2724,hibernation,,,0,hibernation,
蝿,2725,housefly,,,0,housefly,
蟻,2726,ant,,,0,ant,
蝋,2727,wax,,,0,wax,
蝦,2728,shrimp,,,0,shrimp,
蛸,2729,octopus,,,0,octopus,
螺,2730,screw,,,0,screw,
蝉,2731,cicada,,,0,cicada,
蛙,2732,frog,,,0,frog,
蛾,2733,moth,,,0,moth,
蛤,2734,clam,,,0,clam,
蛭,2735,leech,,,0,leech,
蛎,2736,oyster,,,0,oyster,
罫,2737,ruled lines,,,0,ruled lines,
袈,2738,stole,,,0,stole,
裟,2739,monk’s sash,,,0,monk’s sash,
截,2740,incision,,,0,incision,
哉,2741,I wonder,,,0,I wonder,
詢,2742,counsel,,,0,counsel,
諄,2743,polite,,,0,polite,
讐,2744,vendetta,,,0,vendetta,
諌,2745,remonstrate,,,0,remonstrate,
諒,2746,verify,,,0,verify,
讃,2747,compliment,,,0,compliment,
訊,2748,query,,,0,query,
訣,2749,split up,,,0,split up,
詫,2750,beg another’s pardon,,,0,beg another’s pardon,
誼,2751,familiarity,,,0,familiarity,
謬,2752,fallible,,,0,fallible,
訝,2753,wary,,,0,wary,
諺,2754,proverb,,,0,proverb,
誹,2755,slander,,,0,slander,
謂,2756,so-called,,,0,so-called,
諜,2757,secret agent,,,0,secret agent,
註,2758,footnote,,,0,footnote,
譬,2759,parable,,,0,parable,
轟,2760,rumble,,,0,rumble,
輔,2761,reinforce,,,0,reinforce,
輻,2762,spoke,,,0,spoke,
輯,2763,assemble,,,0,assemble,
豹,2764,panther,,,0,panther,
賎,2765,despicable,,,0,despicable,
貰,2766,get,,,0,get,
賑,2767,bustling,,,0,bustling,
贖,2768,expiate,,,0,expiate,
躓,2769,stumble,,,0,stumble,
蹄,2770,hoof,,,0,hoof,
蹟,2771,vestiges,,,0,vestiges,
跨,2772,straddle,,,0,straddle,
跪,2773,kneel,,,0,kneel,
醤,2774,soy sauce,,,0,soy sauce,
醍,2775,whey,,,0,whey,
醐,2776,ghee,,,0,ghee,
醇,2777,strong sake,,,0,strong sake,
麹,2778,malt,,,0,malt,
釦,2779,button,,,0,button,
銚,2780,keg,,,0,keg,
鋤,2781,plow,,,0,plow,
鋸,2782,hand saw,,,0,hand saw,
錐,2783,awl,,,0,awl,
鍬,2784,hoe,,,0,hoe,
鋲,2785,rivet,,,0,rivet,
錫,2786,tin,,,0,tin,
錨,2787,anchor,,,0,anchor,
釘,2788,nail,,,0,nail,
鑓,2789,javelin,,,0,javelin,
鋒,2790,sword’s point,,,0,sword’s point,
鎚,2791,hammer,,,0,hammer,
鉦,2792,carillion,,,0,carillion,
錆,2793,rust,,,0,rust,
鍾,2794,cluster,,,0,cluster,
鋏,2795,scissors,,,0,scissors,
閃,2796,flash,,,0,flash,
悶,2797,agony,,,0,agony,
閤,2798,side gate,,,0,side gate,
雫,2799,trickle,,,0,trickle,
霞,2800,haze,,,0,haze,
翰,2801,quill,,,0,quill,
斡,2802,auspices,,,0,auspices,
鞍,2803,saddle,,,0,saddle,
鞭,2804,whip,,,0,whip,
鞘,2805,saddle straps,,,0,saddle straps,
鞄,2806,briefcase,,,0,briefcase,
靭,2807,pliable,,,0,pliable,
鞠,2808,terminate,,,0,terminate,
顛,2809,overturn,,,0,overturn,
穎,2810,brush tip,,,0,brush tip,
頗,2811,exceedingly,,,0,exceedingly,
頌,2812,accolade,,,0,accolade,
頚,2813,neck and throat,,,0,neck and throat,
餐,2814,repast,,,0,repast,
饗,2815,feast,,,0,feast,
蝕,2816,eclipse,,,0,eclipse,
飴,2817,sweets,,,0,sweets,
駕,2818,stretcher,,,0,stretcher,
騨,2819,piebald,,,0,piebald,
馳,2820,rush,,,0,rush,
騙,2821,cheat,,,0,cheat,
馴,2822,tame,,,0,tame,
駁,2823,rebuttal,,,0,rebuttal,
駈,2824,gallop,,,0,gallop,
驢,2825,donkey,,,0,donkey,
鰻,2826,eel,,,0,eel,
鯛,2827,sea bream,,,0,sea bream,
鰯,2828,sardine,,,0,sardine,
鱒,2829,trout,,,0,trout,
鮭,2830,salmon,,,0,salmon,
鮪,2831,tuna,,,0,tuna,
鮎,2832,sweet smelt,,,0,sweet smelt,
鯵,2833,horse mackerel,,,0,horse mackerel,
鱈,2834,cod,,,0,cod,
鯖,2835,mackerel,,,0,mackerel,
鮫,2836,shark,,,0,shark,
鰹,2837,bonito,,,0,bonito,
鰍,2838,bullhead,,,0,bullhead,
鰐,2839,alligator,,,0,alligator,
鮒,2840,crucian carp,,,0,crucian carp,
鮨,2841,sushi,,,0,sushi,
鰭,2842,fish fin,,,0,fish fin,
鴎,2843,seagull,,,0,seagull,
鵬,2844,roc,,,0,roc,
鸚,2845,parakeet,,,0,parakeet,
鵡,2846,parrot,,,0,parrot,
鵜,2847,cormorant,,,0,cormorant,
鷺,2848,heron,,,0,heron,
鷲,2849,eagle,,,0,eagle,
鴨,2850,wild duck,,,0,wild duck,
鳶,2851,black kite,,,0,black kite,
梟,2852,owl,,,0,owl,
塵,2853,dust,,,0,dust,
麒,2854,giraffe,,,0,giraffe,
舅,2855,father-in-law,,,0,father-in-law,
鼠,2856,mouse,,,0,mouse,
鑿,2857,bore,,,0,bore,
艘,2858,small craft,,,0,small craft,
瞑,2859,close the eyes,,,0,close the eyes,
